time,x,y,vx,vy,theta,theta_dot,gamma,alpha,mass,mass_propellant,throttle,action,reward,dynamic_pressure,maximum_velocity,mach_number_max,control_force_perpendicular,lift,g_load_1_sec_window,atmospheric_pressure,CL,ug,control_force_x,mass_flow,mach_number,speed_of_sound,d_cp_cg,drag,aero_force_x,d_thrust_cg,air_density,inertia,x_cog,gravity_force_y,control_force_y,fuel_percentage_consumed,vg,aero_force_y,alpha_effective,CD,control_force_parallel,acceleration_dict_acceleration_y_component_gravity,acceleration_dict_acceleration_x_component_gravity,acceleration_dict_acceleration_x_component_control,acceleration_dict_acceleration_y_component_control,acceleration_dict_acceleration_y_component,acceleration_dict_acceleration_x_component_wind,acceleration_dict_acceleration_y_component_lift,acceleration_dict_acceleration_y_component_wind,acceleration_dict_acceleration_x_component_drag,acceleration_dict_acceleration_x_component,acceleration_dict_acceleration_x_component_lift,acceleration_dict_acceleration_y_component_drag,moment_dict_moments_z,moment_dict_aero_moment_z,moment_dict_M_wind_z,moment_dict_theta_dot_dot,moment_dict_control_moment_z
294.0749999999896,4940.061527629449,29926.17367646667,-215.68297367995365,-1021.4004362418201,1.3690653643685944,-0.11742422525185009,4.504282238101292,-3.135216873732698,1554960.6555361133,1210679.286485784,0.9973098039627075,0.9946196675300598,0.0017019200267685555,10115.994522540304,360.5526004638454,8.775843357607252,0.0,-1531546.4546777804,0.20515586762444996,1205.695364053459,-1.4081858755809895,0.0,9064640.317802096,12757.2001953125,3.4620750425445057,301.6767976905625,-32.926888601913106,202364.49957220998,1540303.938724812,7.940348046049799,0.018547347459823983,23676818.86189598,4.840348046049799,-15106581.186990047,44995589.277135774,0.7154990250300314,0.0,-118531.47207396236,-0.00937642512410175,0.18606476424285479,45899572.53055653,-9.715089017337007,0.0,5.829498184104745,28.936802430941487,19.13956722694412,0.0,0.9636909735420929,0.0,0.02688820235329081,6.818673860952902,0.2034968142826196,8.188842901400526e-08,-50489319.11645712,-50489319.11645712,0.0,-2.1324367691012553,0.0
294.1749999999895,4918.533079932358,29824.153936131064,-215.07206012072172,-1019.469547586087,1.3531151230525174,-0.11134905612865123,4.5044730375155035,-3.151357914462986,1553684.9338564258,1209403.5648060965,0.9973111152648926,0.9946222305297852,0.003400641730324568,10236.501564446282,360.47212687645896,8.709150571325862,0.0,1281377.9805888839,0.41060215238942277,1224.231975236202,1.1642978479666375,0.0,9787907.049714578,12757.216796875,3.456168433665599,301.6094410967535,-32.926452161610555,211283.83584484932,-1210152.1062000776,7.940784486352348,0.018840910668330258,23675000.00420036,4.840784486352347,-15094668.825277062,44843567.762302026,0.7157987314572118,0.0,471277.2732552197,0.006948267684224074,0.19197872845547198,45899332.17451019,-9.71539885362108,0.0,6.299801739996191,28.862716491042427,19.4446605756127,0.0,-0.806972645496832,0.0,0.028070979502843808,5.519777100109657,-0.1702427205785832,8.564162025732861e-08,42238549.82791009,42238549.82791009,0.0,1.7840992532382778,0.0
294.2749999999894,4897.06105498483,29722.328441472488,-214.50845747543033,-1017.5260179721215,1.3532121161954282,0.06866797167076216,4.504617551520108,-3.15140543532468,1552409.2108339649,1208127.8417836356,0.9973121881484985,0.9946243762969971,0.0050961290662345955,10358.081286624221,360.39178602827576,8.643058419695308,0.0,1298423.7155180913,0.6163107080948891,1243.0265923138936,1.1659381678079166,0.0,9985221.566234004,12757.23046875,3.450248911957877,301.5421953303723,-32.92601527625371,213958.44795840725,-1226345.9848535357,7.941221371709194,0.019138692764977594,23673179.27346186,4.841221371709193,-15082754.769044962,44799783.399607345,0.7160984382141903,0.0,477239.8641209549,0.011493226902766551,0.19212705206952532,45899076.70507674,-9.71570811599501,0.0,6.432080856354797,28.858230862686387,19.443950971124185,0.0,-0.8184044368382334,0.0,0.028430197184019415,5.640958868958034,-0.17253089379187533,8.687098862583872e-08,42830061.17391805,42830061.17391805,0.0,1.8092230316496385,0.0
294.3749999999893,4875.645381626822,29620.697468787163,-213.9308890472523,-1015.58277776962,1.3695496492690817,0.17487034370361104,4.504775852172119,-3.1352262029030373,1551133.4866823535,1206852.1176320242,0.9973130226135254,0.9946260452270508,0.006788377433914613,10480.738515231675,360.3115782407148,8.577561449802422,0.0,-867668.7792840874,0.8222816274696976,1262.0821968977525,-0.7700172955695014,0.0,9371278.933276273,12757.2412109375,3.4443169004317142,301.4750608736439,-32.925577945644314,211022.39568089665,892534.8244130439,7.941658702318593,0.019440744527022928,23671356.66809788,4.841658702318592,-15070839.019611748,44931943.370471,0.7163981452507803,0.0,27588.933165671944,-0.00205495379824594,0.18727295288977935,45898806.127093114,-9.71601680255518,0.0,6.041568320029027,28.967167401287828,19.262978486209427,0.0,0.5473650094182481,0.0,0.028042051224422906,6.615616206149396,0.11530156444299862,8.582275190900943e-08,-28582713.58282028,-28582713.58282028,0.0,-1.207481006838171,0.0
294.4749999999892,4854.295322253091,29519.25930229071,-213.2445104983356,-1013.6602462839586,1.3731461245366319,-0.047727401970405064,4.5050416803515505,-3.1318955558149186,1549857.7614321094,1205576.39238178,0.9973138570785522,0.9946276545524597,0.00847741540273908,10604.487597018806,360.23150226257377,8.512653107688735,0.0,-1605387.1110877232,1.0284681261118593,1281.4021380765541,-1.4080837241147997,0.0,8959196.864359848,12757.251953125,3.438373904524396,301.4080370170074,-32.92514016954228,212771.7261829096,1614794.6390776099,7.942096478420625,0.019747122616829895,23669532.186351035,4.842096478420625,-15058921.58501879,45015638.455563515,0.7166978525454731,0.0,-122384.0574407177,-0.010955739104753448,0.18662190727753683,45898528.45153496,-9.7163249168775,0.0,5.780657481807436,29.045012759085633,19.24376370299321,0.0,1.0136416953648253,0.0,0.02826207581181297,6.821152422803935,0.21324060792675456,8.668157007279403e-08,-52931172.810329534,-52931172.810329534,0.0,-2.236257666336648,0.0
294.57499999998913,4833.01309157035,29418.01372912906,-212.5887121736772,-1011.7284661331648,1.357136488536398,-0.17131809023324748,4.505277761546903,-3.1481412730105056,1548582.0349916797,1204300.6659413504,0.9973148107528687,0.9946296811103821,0.010163246516922343,10729.32609463308,360.1515580280682,8.448327074867473,0.0,976002.806483537,1.2349288034239059,1300.9897603611587,0.8460908855790567,0.0,9539972.39319211,12757.2646484375,3.4324187307946814,301.3411232109078,-32.924701947654995,221099.74192997516,-909664.6488847232,7.94253470030791,0.02005788369042957,23667705.826244574,4.84253470030791,-15047002.470959472,44895866.191926375,0.7169975601126078,0.0,417105.2633504824,0.0022309808060816394,0.19167001898778763,45898255.679123856,-9.716632461799362,0.0,6.160456583911854,28.99159694317879,19.53828598188351,0.0,-0.6167866191844776,0.0,0.029359478971527235,5.57189125089247,-0.12960184224086657,9.022728634918785e-08,32150762.26276548,32150762.26276548,0.0,1.3584232666570597,0.0
294.67499999998904,4811.788775819248,29316.963132171597,-212.03312796936407,-1009.7727374640592,1.3518432560742188,0.018439913554237804,4.505414946938497,-3.1535716908642786,1547306.3074526172,1203024.938402288,0.9973157048225403,0.9946314096450806,0.011845831099516313,10855.244069487151,360.07174752154447,8.384578979357023,0.0,1368520.166396864,1.441673959628376,1320.8478594175554,1.1726003084171197,0.0,9990049.625489129,12757.275390625,3.4264498352245694,301.27432087251225,-32.92426327972103,224938.23631866364,-1293069.4782338098,7.942973368241875,0.02037307575634819,23665877.585931275,4.842973368241874,-15035081.670905583,44797570.884453975,0.7172972679450149,0.0,501413.9811106127,0.012404156903415675,0.1927356656910075,45897967.80542047,-9.71693943111907,0.0,6.456413689630779,28.951973289765576,19.55305676315299,0.0,-0.865576613461644,0.0,0.029874295821328428,5.619564689303554,-0.18175467611684695,9.194779146043305e-08,45145913.87043172,45145913.87043172,0.0,1.9076374288891678,0.0
294.77499999998895,4790.6200727870555,29216.108260041303,-211.48359686046814,-1007.8130613316191,1.3656837256535046,0.21065666813818895,4.5055461326214274,-3.139862406967923,1546030.5791811328,1201749.2101308035,0.9973162412643433,0.9946324229240417,0.013525156685265735,10982.251395114326,359.99207143794297,8.321403992906454,0.0,1386527.8104002364,1.6486842245536302,1340.9793890512135,1.1742906396472208,0.0,9584835.786758224,12757.2822265625,3.420468687705236,301.2076309134573,-32.923824165573365,227754.5283380271,-1310183.8083195807,7.943412482389537,0.020692749384797045,23664047.463956956,4.843412482389537,-15023159.18462744,44885705.525704764,0.7175969759709993,0.0,507690.73520101944,0.003506955503750131,0.19289191948296408,45897664.83819634,-9.717245820962075,0.0,6.199641789643583,29.032870455562936,19.63795229608006,0.0,-0.8777140956961705,0.0,0.030254376998420568,5.351087783353139,-0.18418310011550876,9.325527971004278e-08,45675814.140599094,45675814.140599094,0.0,1.9301775915624142,0.0
294.87499999998886,4769.514182651491,29115.44785083314,-210.7998658757384,-1005.879304885687,1.3753357897445488,0.008828321353065549,4.5058108120211,-3.130475022276551,1544754.850299297,1200473.4812489676,0.9973166584968567,0.9946333169937134,0.015201244286040125,11110.354827650444,359.9125288837832,8.258796230299346,0.0,-1681846.5513403376,1.8559135219067275,1361.3876761711902,-1.4079811323543052,0.0,8924043.31479957,12757.2880859375,3.4144757848856653,301.14105307991105,-32.923384605003115,223616.73273984878,1691945.9962650756,7.94385204295979,0.02101696112861974,23662215.458692472,4.84385204295979,-15011235.017816456,45021420.01174727,0.7178966841475435,0.0,-126218.10939486086,-0.010963980292199249,0.1872038446822072,45897350.783662625,-9.717551632809583,0.0,5.776996468449691,29.144702153240917,19.33944383904152,0.0,1.0655981913366617,0.0,0.029691754470978278,6.870862369919804,0.22331501873052814,9.171742132979202e-08,-55449470.396720774,-55449470.396720774,0.0,-2.3433761092032928,0.0
294.97499999998877,4748.477342858801,29014.980835860995,-210.10951871579425,-1003.9442893732312,1.3618746090488876,-0.21176159757362034,4.506082602760725,-3.1442079937118375,1543479.1205629688,1199197.7515126395,0.9973173141479492,0.9946346879005432,0.01687411169643781,11239.561034468408,359.8331191172334,8.196749114274331,0.0,-1259870.9952120166,2.0633992310566565,1382.0763384257236,-1.0425937636365588,0.0,9281454.964010023,12757.296875,3.408471281228465,301.07458630223715,-32.922944597685564,226681.8333981833,1279586.900727332,7.944292050277337,0.02134577222670044,23660381.56802559,4.844292050277337,-14999309.178377582,44948782.25058285,0.7181963925104954,0.0,-36289.69077161545,-0.0027451369384952073,0.18758830604785492,45897041.648228906,-9.71785687188741,0.0,6.013333669602672,29.12173002650546,19.37435015131774,0.0,0.7989446851130441,0.0,0.030084546211587158,6.840947780854294,0.16720637294968144,9.313364317866644e-08,-41498993.71176568,-41498993.71176568,0.0,-1.7539443982529435,0.0
