0,1,2,3,4
0.12120318731975654,0.35503954686678296,-0.8775371598372077,-0.9534153173368931,-0.414840328913212
0.11910167028227296,0.35021282536086745,-0.8691636396358645,-0.9493389802013903,-0.41476594459790267
0.11702052136052062,0.3454069146118451,-0.8606594754345519,-0.9452251961953916,-0.41493310035829645
0.11496007015751585,0.340622004615168,-0.8520141005086108,-0.9410740242785902,-0.41555953905709836
0.1129206780707402,0.33585828558323105,-0.8432133876486875,-0.9368853300976244,-0.41664843366078536
0.11090272733787994,0.3311159149678037,-0.834251959138921,-0.9326695273623605,-0.41820811081981957
0.10890544260557777,0.32639512351925726,-0.8260630032448331,-0.9283896378149343,-0.4201918136891668
0.10692621855565126,0.32169631307148605,-0.8189763621432599,-0.9240293796631283,-0.4224710458371219
0.10496236218598563,0.31701989692557564,-0.8130395378316712,-0.9195859833719344,-0.4248748236355034
0.1030114252802791,0.3123662662089924,-0.8078761132846483,-0.9150768626320789,-0.4272109142445588
0.10107284963650415,0.30773562542041566,-0.8027659102220329,-0.9105357697874307,-0.42926736142255856
0.09914648655832987,0.30312813569437935,-0.7977231145198909,-0.9059630407901238,-0.4308180801747213
0.09723214154012523,0.29854394650416916,-0.7927696140387592,-0.9013621451770597,-0.43165551446303424
0.0953295669137047,0.2939832026498933,-0.787927375032874,-0.8967325029370047,-0.4316789510570539
0.09343845870007525,0.289446051754664,-0.783220373548897,-0.8920735637008347,-0.4308667146738923
0.09155845421113035,0.28493264432320664,-0.7786731173545037,-0.8873847611875187,-0.42923922069918374
0.08968913008080631,0.2804431289154909,-0.7743110692033008,-0.8826670559577373,-0.4268707721772554
0.08783000552808796,0.2759776521496675,-0.7701568483897756,-0.8779204941656872,-0.423939232792003
0.08598061796839651,0.2715363552109299,-0.7661184438664149,-0.8731498727709963,-0.42073780533157906
0.0841427149870535,0.26711915939261793,-0.7607501520543225,-0.8684232120500351,-0.4176572334192242
0.08231975138716136,0.2627258199832764,-0.7541347023750694,-0.8637355544723836,-0.41517173915153943
0.08051367392044502,0.25835624978137844,-0.7469984480384527,-0.8590508792843614,-0.41379850928268147
0.07872427887503866,0.2540105842220371,-0.7403332408212225,-0.854320698108742,-0.41404927255029617
0.07694882203202444,0.2496892196185473,-0.7352205203455653,-0.8494923079219148,-0.41638806800488526
0.07518210614096858,0.2453928059109032,-0.7323574426925109,-0.844530513638674,-0.4211898368150294
0.07342158305398593,0.24112175031965807,-0.7298295455566931,-0.8395207550676701,-0.428700500258559
0.07166703740108707,0.23687625187403244,-0.7273707780011656,-0.8344711758804046,-0.43899398162394465
0.06991837847554706,0.23265651844962668,-0.7249301577088759,-0.8293800545809026,-0.4518894639866414
0.06817563742733472,0.22846276495080298,-0.7224594493534098,-0.8242460505056906,-0.4668875342071568
0.06643894157333222,0.2242952126576773,-0.7199239728491731,-0.8190679683741,-0.4831641907911391
0.06470847552947508,0.22015408742921586,-0.7173073875243078,-0.8138450187881909,-0.4996102720819472
0.06298442554859698,0.2160396180989962,-0.7146192458977486,-0.8085766643743787,-0.5149133601846018
0.06126690717804963,0.21195203618768388,-0.711901401028175,-0.8032623099532191,-0.527669004936637
0.059555880887723255,0.20789157740398745,-0.709232002527571,-0.7979009456680596,-0.5365022127760863
0.05785106348680122,0.2038584847571193,-0.7067256926169443,-0.7924908093821534,-0.5401860086660204
0.05615184653856523,0.199853013225634,-0.7045290157507513,-0.7870294510313992,-0.5377622419989364
0.054457232484249586,0.195875428426516,-0.7028107430176218,-0.7815149309997815,-0.5286930492534571
0.05276580642823277,0.19192600523718986,-0.7017445372038498,-0.7759457555854673,-0.5130859777134935
0.051075756933636626,0.188005021730248,-0.7014865673633046,-0.770322029313866,-0.49202097532203415
0.04938495918728964,0.18411275013036185,-0.7021477612562602,-0.7646457152419831,-0.46794240603874754
0.04769112921260213,0.18024944972248744,-0.703763675233818,-0.7589198188854385,-0.44495810084460335
