time,x,y,vx,vy,theta,theta_dot,gamma,alpha,mass,mass_propellant,throttle,action,reward,dynamic_pressure,maximum_velocity,speed_of_sound,x_cog,lift,mass_flow,control_force_x,g_load_1_sec_window,atmospheric_pressure,CD,control_force_perpendicular,aero_force_x,CL,ug,air_density,d_thrust_cg,mach_number,control_force_y,inertia,vg,aero_force_y,mach_number_max,d_cp_cg,drag,gravity_force_y,control_force_parallel,fuel_percentage_consumed,alpha_effective,acceleration_dict_acceleration_y_component_wind,acceleration_dict_acceleration_y_component_drag,acceleration_dict_acceleration_x_component_lift,acceleration_dict_acceleration_x_component_gravity,acceleration_dict_acceleration_x_component_control,acceleration_dict_acceleration_y_component_gravity,acceleration_dict_acceleration_x_component_wind,acceleration_dict_acceleration_y_component_lift,acceleration_dict_acceleration_y_component,acceleration_dict_acceleration_x_component_drag,acceleration_dict_acceleration_y_component_control,acceleration_dict_acceleration_x_component,moment_dict_control_moment_z,moment_dict_M_wind_z,moment_dict_theta_dot_dot,moment_dict_moments_z,moment_dict_aero_moment_z
300.8749999999834,3523.629584646612,22999.67835480964,-196.84816004735032,-994.9976421672928,1.3745744036785548,-0.08143058290967656,4.517073305830485,-3.1424989021519307,1515354.774302898,1171073.4052525687,0.7374992966651917,0.4749986231327057,0.1170343830753081,28202.129215371122,355.04160112768335,297.06582027939066,4.854135609624336,-1328064.055296057,9433.8056640625,6545895.878513856,1.23235217570944,3453.7302302351663,0.18864400468223583,0.0,1413842.4931101953,-0.4380014210348879,0.0,0.05479123330535189,7.954135609624336,3.415448357432312,33284608.02775973,23619347.40318124,0.0,303270.8329973568,5.185175404716722,-32.91310103833857,571987.4635877563,-14753722.41236766,33922173.93407964,0.7248231919876276,-0.0011970434373420602,0.0,2.4435480158214535e-07,0.1700893099582691,0.0,4.319711785990931,-9.736150677424533,0.0,0.8597411442689136,12.425426749819962,0.073256220284295,21.964894684857878,5.2519052767412315,0.0,0.0,-1.8515842019740787,-43733210.512667865,-43733210.512667865
300.9749999999833,3503.9676091229503,22900.259705746,-196.46047126773882,-993.7040202195151,1.3776347119008214,0.04845949972606973,4.5172009109988895,-3.139566199098068,1514402.1817430835,1170120.8126927542,0.7447009086608887,0.48940184712409973,0.11868979423737393,28576.131929028605,354.9617889637444,296.9990271854919,4.854471070432925,-988680.0995061524,9525.9248046875,6615950.831552318,1.2578347354606014,3507.2045795757076,0.18899810139477713,0.0,1082549.5382774798,-0.3218034868464686,0.0,0.055664598592465565,7.954471070432925,3.411710336986533,33607640.51456085,23617948.690629397,0.0,377811.8190310662,5.145494384079946,-32.91276557752998,580660.7738299982,-14744906.500961175,34252654.00463838,0.7250464444323443,-0.0008772092109174956,0.0,2.483785032450249e-07,0.12662127170992712,0.0,4.368688127441371,-9.736453551585434,0.0,0.6404548758919927,12.701515161904382,0.0743658192889188,22.19201802514462,5.082725065521411,0.0,0.0,-1.3784833191593402,-32556948.302793805,-32556948.302793805
301.0749999999832,3484.353170957788,22800.97015662956,-196.0056779763027,-992.3999194921098,1.3747842932811927,0.038330349286611214,4.517391926396315,-3.1426076331151225,1513440.5040697437,1169159.1350194144,0.7518032789230347,0.5036066174507141,0.12034305576759881,28953.292486324623,354.8820600415875,296.93230354689086,4.854810004545916,2294723.532772506,9616.7763671875,6766991.150452858,1.2830146616881797,3561.4622632505875,0.19198938614269784,0.0,-2135423.757209095,0.7371753539103472,0.0,0.056551156085243345,7.954810004545916,3.407891704035224,33909937.52832168,23616535.47301919,0.0,1030965.7173664854,5.106149014559308,-32.912426643416985,597636.0442427057,-14736000.980503477,34578548.73190872,0.7252718386934798,0.001962967585559472,0.0,2.559743448390122e-07,-0.29379020469279993,0.0,4.471263410920986,-9.736756047480807,0.0,-1.4874945383977816,13.346644624023629,0.07651449652312708,22.405860975132867,3.0598042965164183,0.0,0.0,3.199596544683626,75563385.29687048,75563385.29687048
301.17499999998313,3464.782614429594,22701.81281129829,-195.50097911345566,-991.0822303640825,1.3750463101364596,-0.07323794031499109,4.517629323265554,-3.1425830131290944,1512469.9105028491,1168188.5414525198,0.7587734460830688,0.5175469517707825,0.12199411598425022,29333.576647107147,354.8024169202168,296.86565145209266,4.85515236330425,-1047747.8210071174,9705.935546875,6725118.314860687,1.3078823124962624,3616.512258127876,0.189163305181743,0.0,1143418.7195653042,-0.33222334119788033,0.0,0.057451063880295354,7.955152363304251,3.4039919091750277,34244222.66376222,23615107.952253986,0.0,382450.4524294992,5.067137479823201,-32.912084284658654,596572.8961247955,-14727007.477523956,34898338.100749165,0.7254993375181874,-0.0009038648109478409,0.0,2.558590275273113e-07,0.13406641106952588,0.0,4.446447673543994,-9.737058155839732,0.0,0.6796428248197375,13.153393115018654,0.07633553181520875,22.641258795275526,5.201607528251097,0.0,0.0,-1.4609841068907798,-34501297.40075314,-34501297.40075314
301.27499999998304,3445.256546089059,22602.789882347388,-195.089689025988,-989.7226348022739,1.37795217794929,0.031038167891388413,4.517768493942118,-3.1398163159928276,1511490.568431316,1167209.1993809866,0.7656127214431763,0.5312253832817078,0.12364293804560055,29716.986918167873,354.7228614450513,296.79907196892043,4.855498094657874,-1246251.146284187,9793.4208984375,6775249.260684273,1.33251864253505,3672.364429096406,0.18912718022768132,0.0,1339606.1659587158,-0.3900669844179585,0.0,0.058364494778011096,7.955498094657875,3.4000122398151835,34554117.06763397,23613666.34436755,0.0,351740.62473791896,5.028457365538637,-32.91173855330503,604255.1012204875,-14717927.607985727,35212086.119231224,0.7257289014669159,-0.001066883351531711,0.0,2.59496840225782e-07,0.15945699472147193,0.0,4.482495228346607,-9.737359872023925,0.0,0.8089520145391378,13.352565521671965,0.07731403318907454,22.860954470589643,5.367907244484121,0.0,0.0,-1.7378701449172667,-41037485.75191402,-41037485.75191402
301.37499999998295,3425.778784135176,22503.902910241835,-194.63635675978983,-988.3485267815342,1.3759204467253483,0.05064960062044974,4.517946220343852,-3.1420257736185038,1510502.6177782398,1166221.2487279105,0.7723425030708313,0.5446850061416626,0.1252894963015032,30103.538641475694,354.6433949231111,296.7325666507901,4.855847153926665,2042157.15132961,9879.505859375,6922532.678680027,1.3568090069226704,3729.028300699118,0.19198375382007465,0.0,-1883600.3441557752,0.6309718805518644,0.0,0.05929161621122632,7.9558471539266655,3.395954908557333,34839687.74006312,23612210.83465443,0.0,1004263.1281901817,4.990106547083937,-32.911389494036236,621360.4882991966,-14708762.717322778,35520772.80286139,0.7259604960614244,0.001685225756006048,0.0,2.6720126379984515e-07,-0.26122778251764,0.0,4.5829332549335176,-9.73766118919908,0.0,-1.326494691453531,13.988276411134834,0.07948292441489917,23.06496349626189,3.3353855042557474,0.0,0.0,2.847873798183527,67244596.55319755,67244596.55319755
301.47499999998286,3406.346845915035,22405.15466084,-194.12110598977202,-986.9642278590933,1.3753136765298921,-0.05810905973791703,4.518182897361962,-3.14286922083207,1509506.2292589527,1165224.8602086233,0.7789389491081238,0.5578778982162476,0.12693374469789434,30493.20343837609,354.5640196477768,296.66613748884293,4.856199490562011,-214639.4526294514,9963.884765625,6907261.922019244,1.3807766295497341,3786.5130656165725,0.1900515903137926,0.0,330877.6508972644,-0.06547038518939252,0.0,0.06023259037046816,7.95619949056201,3.391819836381427,35151088.11305584,23610741.63287075,0.0,569916.7390367222,4.952083152020932,-32.91103715740089,623069.0288182142,-14699514.448054804,35823306.139874816,0.7261940829949467,-0.00022627947511466573,0.0,2.683023109748648e-07,0.027441260455464314,0.0,4.575841946283428,-9.737962098553972,0.0,0.13951879317200327,13.922166286430858,0.07965823287413555,23.286480990749023,4.794246754052653,0.0,0.0,-0.2993826700774801,-7068646.8725583665,-7068646.8725583665
301.57499999998277,3386.960290796518,22306.5474655187,-193.6773830782629,-985.5432690997683,1.377941463991569,-8.264590562653135e-05,4.518343346441981,-3.1404018824504116,1508501.497600017,1164220.1285496878,0.7854613065719604,0.5709225535392761,0.128575644415224,30885.966726833023,354.4847375652998,296.59978566603974,4.856555071409576,-1543911.352066116,10047.31640625,6923205.225484015,1.4044866322048633,3844.8286567090227,0.18928087502947938,0.0,1636158.7788883958,-0.4649428317731982,0.0,0.06118759175076582,7.956555071409577,3.387607489955484,35452749.59501455,23609258.876231298,0.0,318909.2218662229,4.914384845878745,-32.91068157655333,628535.1052139114,-14690183.708495872,36122406.12751279,0.7264296355538361,-0.0012643119300426164,0.0,2.7102528876370234e-07,0.1973565729165806,0.0,4.589458635936814,-9.73826259494441,0.0,1.004265128736985,13.971162600480733,0.08034498493503399,23.501965129911284,5.673139219540898,0.0,0.0,-2.153277554685612,-50837287.22095091,-50837287.22095091
301.6749999999827,3367.622452773877,22208.082878200512,-193.23044445426183,-984.1008929551532,1.3772709720846514,0.05884832147009069,4.518503300749094,-3.141232328664443,1507488.5659288745,1163207.1968785452,0.7918717861175537,0.5837436318397522,0.13021516957926438,31281.839070414742,354.4055499984918,296.53351254500944,4.856913857104427,1339705.4341406168,10129.31640625,7056144.593644468,1.4278581264477974,3903.9849116912037,0.19163894107276186,0.0,-1190398.731297128,0.3983413919767429,0.0,0.06215679348876506,7.956913857104427,3.3833198243010534,35726186.58379378,23607762.72783732,0.0,890600.8788820708,4.877009404494855,-32.91032279085847,644521.8496478072,-14680771.877250366,36416336.7782437,0.7266671229557418,0.0010855994548748527,0.0,2.78301152668153e-07,-0.171228729000911,0.0,4.680728433450279,-9.738562672416997,0.0,-0.8720486338748642,14.547284871818345,0.08237680785351414,23.699142661012658,3.8904180190958395,0.0,0.0,1.8685861897999767,44113139.40531144,44113139.40531144
301.7749999999826,3348.3326085207946,22109.76322753162,-192.7122983734806,-982.650997834082,1.3757140516592548,-0.031412289248690044,4.518732069051422,-3.1430180173921674,1506467.6048387866,1162186.2357884573,0.7981488704681396,0.5962976813316345,0.13185228141593308,31680.8027214139,354.3264588947008,296.46731998851817,4.857275796572738,737784.9324790031,10209.611328125,7086711.356552464,1.4509119580494834,3963.9912667091435,0.19122530451802477,0.0,-598618.0210315057,0.2166067566714323,0.0,0.06314036233431891,7.957275796572738,3.3789574590191225,36013472.74840015,23606253.39960792,0.0,781164.4302503073,4.8399548891428035,-32.90996085139017,651333.0911284302,-14671280.597222025,36704110.08662177,0.7269065067325828,0.0006051133211606441,0.0,2.816361892473022e-07,-0.0942507958973541,0.0,4.704191005362404,-9.73886232275938,0.0,-0.48059018244751706,14.681446493721038,0.08320671720262536,23.905905863972496,4.306096079009674,0.0,0.0,1.0291103463574538,24293439.612272326,24293439.612272326
301.8749999999825,3329.0891099929254,22011.590986425355,-192.22925465972713,-981.1728021172803,1.377697327841213,-0.036196844957216055,4.518921639334947,-3.141224311493734,1505438.7992967945,1161157.4302464651,0.8042813539505005,0.608562707901001,0.13348693874896828,32082.83978138332,354.2474663192493,296.40120937456334,4.857640832359559,-1713292.734307255,10288.0556640625,7064656.360598088,1.4736689729752825,4024.8576330842666,0.18955622686747406,0.0,1807061.2494218322,-0.496703437751362,0.0,0.0641384730149905,7.957640832359559,3.37452087961034,36304215.96557017,23604731.13006715,0.0,312106.23681439616,4.803219091167318,-32.909595815603346,653841.4706872047,-14661711.654874615,36985206.04739277,0.7271477442830478,-0.0013477251346873942,0.0,2.831178823749659e-07,0.21880815155411157,0.0,4.692755603149101,-9.73916153995981,0.0,1.1168362878297557,14.579374330356778,0.08350344383403681,24.115371533222227,5.892104120619157,0.0,0.0,-2.3898903894639796,-56412720.07362871,-56412720.07362871
301.9749999999824,3309.894448027436,21913.5677665359,-191.78205212724356,-979.6665523441677,1.378495827643512,0.04566214734908178,4.519071162869082,-3.14057533522557,1504402.3140673023,1160120.945016973,0.8102849721908569,0.6205699443817139,0.1351191147428582,32487.96284905283,354.16857364619045,296.33518185648563,4.858008910951105,9975.988520760138,10364.8515625,7162851.974730691,1.4960807049751157,4086.5941846660476,0.19091796179134085,0.0,118353.85765832831,0.0028560897854954526,0.0,0.06515130476282179,7.958008910951104,3.3700121262895495,36565389.79794651,23603196.141300056,0.0,656343.1833429993,4.766799685148485,-32.9092277370118,666854.1741613856,-14652066.64171229,37260356.67418757,0.7273907957051512,7.748302865628887e-05,0.0,2.8915895984313666e-07,-0.0012739588323477883,0.0,4.761260939146792,-9.739460319027934,0.0,-0.006507672867565848,14.99815314417679,0.08515895575591094,24.305592630397065,4.83909912303689,0.0,0.0,0.013981263005762565,330002.4930281162,330002.4930281162
302.0749999999823,3290.7495205053647,21815.695462662916,-191.2809646935764,-978.1504176265436,1.3769125773253745,0.016303931577330504,4.519272310738752,-3.1423597334133775,1503358.3152880054,1159076.946237676,0.8161588311195374,0.6323176622390747,0.13674877784746073,32896.16692970501,354.0897824788342,296.26923908123956,4.858379980151226,1501200.8716072263,10439.986328125,7245870.727031749,1.5181615034703146,4149.210685340318,0.1922015939272746,0.0,-1342812.2265491271,0.424455246676249,0.0,0.06617903028263832,7.958379980151227,3.3654325012665662,36823386.267135516,23601648.649892762,0.0,955275.1756419092,4.7306946254308535,-32.908856667811676,679772.9621375136,-14642347.159501798,37529513.96929515,0.7276356220576237,0.001152107615939979,0.0,2.9518190830304685e-07,-0.19164313654076412,0.0,4.819789569357338,-9.739758652744536,0.0,-0.9800024500237385,15.385391754076084,0.08677974084851456,24.49408493814802,3.9258996221858453,0.0,0.0,2.0942835619469427,49428544.802317664,49428544.802317664
302.1749999999822,3271.6527349614216,21717.976424141838,-190.76141746018916,-976.6177561805257,1.377187002898601,-0.04630738019885341,4.519489121887746,-3.142302118989145,1502306.9847215991,1158025.6156712698,0.8218905925750732,0.6437811851501465,0.13837588894419858,33307.42934427362,354.0110947880614,296.203382585689,4.858753983279289,-644112.6585759592,10513.3056640625,7228340.613802408,1.539912525103975,4212.71703778542,0.19063376974308588,0.0,763066.5863143529,-0.17987015718000882,0.0,0.06722182474859634,7.958753983279289,3.3607823912229726,37094406.13921554,23600088.891130336,0.0,546471.4990757012,4.694901809420524,-32.90848266468362,682657.0130846775,-14632554.96320365,37792113.92407438,0.7278821815349709,-0.0005055950173433743,0.0,2.968618869706946e-07,0.08219366253869666,0.0,4.811493714210436,-9.740056534394194,0.0,0.4207967803424053,15.310944226652436,0.08711221463525962,24.691628619492644,5.318493096141489,0.0,0.0,-0.8986460154212068,-21208125.845600564,-21208125.845600564
302.27499999998213,3252.6045895385732,21620.41255619336,-190.28996481976003,-975.0555941678803,1.3789431773891876,0.004221449725509495,4.519653430921945,-3.140710253532758,1501248.432933269,1156967.0638829398,0.82753586769104,0.6550717353820801,0.14000041630940993,33721.741777465286,353.93251218887514,296.1376135021716,4.859130881225743,-1121957.3394787821,10585.517578125,7259389.099781344,1.5613269657191728,4277.123579998941,0.19047588663672635,0.0,1233489.3671502264,-0.3094601563246707,0.0,0.06827987068033096,7.959130881225743,3.3560628077127195,37351809.73148286,23598517.02701488,0.0,462804.21523079614,4.659418921760489,-32.90810576673716,690576.2006453385,-14622691.117308449,38050708.53898679,0.7281304440036835,-0.0008420963789239622,0.0,3.007389406707397e-07,0.14315070030650728,0.0,4.83556814483884,-9.740353959096144,0.0,0.7335115715382965,15.443984879016483,0.08811071799157018,24.880498731646743,5.656213476713371,0.0,0.0,-1.5653786534579903,-36940614.80735401,-36940614.80735401
302.37499999998204,3233.6070103058064,21523.005455469403,-189.81184193462616,-973.4750949321991,1.378670775535866,0.04703547602768386,4.519821340488831,-3.141150564952965,1500182.798900066,1155901.4298497366,0.8330724835395813,0.6661449670791626,0.14162233335738444,34139.103470392976,353.85403604916064,296.0719331628359,4.859510633472737,942406.8229179082,10656.33984375,7358248.943320984,1.5824258531341548,4342.440508428544,0.19210319126750341,0.0,-790018.7871687256,0.25675842616268474,0.0,0.06935334847470362,7.959510633472737,3.351275235412626,37590882.99818664,23596933.225415107,0.0,872445.6480661414,4.624243764974845,-32.907726014490166,705096.073614701,-14612756.961879667,38304285.81889032,0.7283803784699098,0.0007021815542298526,0.0,3.0750866001719486e-07,-0.12022370735024293,0.0,4.904901555141182,-9.740650921070246,0.0,-0.6165831580001575,15.893891358896775,0.08994975624814991,25.057535005566173,4.377509164403611,0.0,0.0,1.3149484458110134,31028750.67066586,31028750.67066586
